fra;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;2020-12-27;612;55;0;0;0;0;612;55;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2020-12-28;696;42;0;0;0;0;1308;97;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2020-12-29;387;19;0;0;0;0;1695;116;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2020-12-30;449;18;0;0;0;0;2144;134;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2020-12-31;445;23;0;0;0;0;2589;157;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-01;1177;64;0;0;0;0;3766;221;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-02;366;28;0;0;0;0;4132;249;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-03;409;24;0;0;0;0;4541;273;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-04;2125;50;0;0;0;0;6666;323;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-05;7758;129;0;0;0;0;14424;452;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-06;12464;125;0;0;0;0;26888;577;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-07;29472;159;0;0;0;0;56360;736;0;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;2021-01-08;37159;199;0;0;0;0;93519;935;0;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;2021-01-09;11219;77;0;0;0;0;104738;1012;0;0;0;0;0.2;0.0;0.0;0.0;0.0;0.0
FR;2021-01-10;6010;27;0;0;0;0;110748;1039;0;0;0;0;0.2;0.0;0.0;0.0;0.0;0.0
FR;2021-01-11;39950;226;0;0;0;0;150698;1265;0;0;0;0;0.2;0.0;0.0;0.0;0.0;0.0
FR;2021-01-12;62151;299;0;0;0;0;212849;1564;0;0;0;0;0.3;0.0;0.0;0.0;0.0;0.0
FR;2021-01-13;65136;428;0;0;0;0;277985;1992;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0
FR;2021-01-14;83110;1174;0;0;0;0;361095;3166;0;0;0;0;0.5;0.0;0.0;0.0;0.0;0.0
FR;2021-01-15;69017;551;0;0;0;0;430112;3717;0;0;0;0;0.6;0.0;0.0;0.0;0.0;0.0
FR;2021-01-16;20217;184;0;0;0;0;450329;3901;0;0;0;0;0.7;0.0;0.0;0.0;0.0;0.0
FR;2021-01-17;10988;133;0;0;0;0;461317;4034;0;0;0;0;0.7;0.0;0.0;0.0;0.0;0.0
FR;2021-01-18;85915;616;0;0;0;0;547232;4650;0;0;0;0;0.8;0.0;0.0;0.0;0.0;0.0
FR;2021-01-19;130609;862;0;0;0;0;677841;5512;0;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-20;137562;848;0;0;0;0;815403;6360;0;0;0;0;1.2;0.0;0.0;0.0;0.0;0.0
FR;2021-01-21;158418;945;0;0;0;0;973821;7305;0;0;0;0;1.4;0.0;0.0;0.0;0.0;0.0
FR;2021-01-22;121075;838;0;0;0;0;1094896;8143;0;0;0;0;1.6;0.0;0.0;0.0;0.0;0.0
FR;2021-01-23;38487;212;0;0;0;0;1133383;8355;0;0;0;0;1.7;0.0;0.0;0.0;0.0;0.0
FR;2021-01-24;9748;180;0;0;0;0;1143131;8535;0;0;0;0;1.7;0.0;0.0;0.0;0.0;0.0
FR;2021-01-25;78248;1763;0;0;0;0;1221379;10298;0;0;0;0;1.8;0.0;0.0;0.0;0.0;0.0
FR;2021-01-26;100387;4126;0;0;0;0;1321766;14424;0;0;0;0;2.0;0.0;0.0;0.0;0.0;0.0
FR;2021-01-27;107258;7048;0;0;0;0;1429024;21472;0;0;0;0;2.1;0.0;0.0;0.0;0.0;0.0
FR;2021-01-28;124369;16999;0;0;0;0;1553393;38471;0;0;0;0;2.3;0.1;0.0;0.0;0.0;0.0
FR;2021-01-29;92192;19142;0;0;0;0;1645585;57613;0;0;0;0;2.4;0.1;0.0;0.0;0.0;0.0
FR;2021-01-30;29128;4616;0;0;0;0;1674713;62229;0;0;0;0;2.5;0.1;0.0;0.0;0.0;0.0
FR;2021-01-31;5239;1918;0;0;0;0;1679952;64147;0;0;0;0;2.5;0.1;0.0;0.0;0.0;0.0
FR;2021-02-01;53143;22899;0;0;0;0;1733095;87046;0;0;0;0;2.6;0.1;0.0;0.0;0.0;0.0
FR;2021-02-02;72326;38130;0;0;0;0;1805421;125176;0;0;0;0;2.7;0.2;0.0;0.0;0.0;0.0
FR;2021-02-03;72318;40255;0;0;0;0;1877739;165431;0;0;0;0;2.8;0.2;0.0;0.0;0.0;0.0
FR;2021-02-04;82086;54902;0;0;0;0;1959825;220333;0;0;0;0;2.9;0.3;0.0;0.0;0.0;0.0
FR;2021-02-05;68244;48042;0;0;0;0;2028069;268375;0;0;0;0;3.0;0.4;0.0;0.0;0.0;0.0
FR;2021-02-06;22982;11510;0;0;0;0;2051051;279885;0;0;0;0;3.0;0.4;0.0;0.0;0.0;0.0
FR;2021-02-07;5195;6045;0;0;0;0;2056246;285930;0;0;0;0;3.0;0.4;0.0;0.0;0.0;0.0
FR;2021-02-08;46850;48897;0;0;0;0;2103096;334827;0;0;0;0;3.1;0.5;0.0;0.0;0.0;0.0
FR;2021-02-09;66029;78628;0;0;0;0;2169125;413455;0;0;0;0;3.2;0.6;0.0;0.0;0.0;0.0
FR;2021-02-10;71034;83671;0;0;0;0;2240159;497126;0;0;0;0;3.3;0.7;0.0;0.0;0.0;0.0
FR;2021-02-11;87299;106630;0;0;0;0;2327458;603756;0;0;0;0;3.4;0.9;0.0;0.0;0.0;0.0
FR;2021-02-12;79344;77475;0;0;0;0;2406802;681231;0;0;0;0;3.6;1.0;0.0;0.0;0.0;0.0
FR;2021-02-13;22387;19894;0;0;0;0;2429189;701125;0;0;0;0;3.6;1.0;0.0;0.0;0.0;0.0
FR;2021-02-14;5079;7479;0;0;0;0;2434268;708604;0;0;0;0;3.6;1.0;0.0;0.0;0.0;0.0
FR;2021-02-15;38119;77652;0;0;0;0;2472387;786256;0;0;0;0;3.7;1.2;0.0;0.0;0.0;0.0
FR;2021-02-16;50409;101269;0;0;0;0;2522796;887525;0;0;0;0;3.7;1.3;0.0;0.0;0.0;0.0
FR;2021-02-17;50548;107915;0;0;0;0;2573344;995440;0;0;0;0;3.8;1.5;0.0;0.0;0.0;0.0
FR;2021-02-18;69805;125080;0;0;0;0;2643149;1120520;0;0;0;0;3.9;1.7;0.0;0.0;0.0;0.0
FR;2021-02-19;65084;93814;0;0;0;0;2708233;1214334;0;0;0;0;4.0;1.8;0.0;0.0;0.0;0.0
FR;2021-02-20;18596;28952;0;0;0;0;2726829;1243286;0;0;0;0;4.0;1.8;0.0;0.0;0.0;0.0
FR;2021-02-21;3327;6214;0;0;0;0;2730156;1249500;0;0;0;0;4.0;1.8;0.0;0.0;0.0;0.0
FR;2021-02-22;37506;74173;0;0;0;0;2767662;1323673;0;0;0;0;4.1;2.0;0.0;0.0;0.0;0.0
FR;2021-02-23;53792;86657;0;0;0;0;2821454;1410330;0;0;0;0;4.2;2.1;0.0;0.0;0.0;0.0
FR;2021-02-24;60026;84262;0;0;0;0;2881480;1494592;0;0;0;0;4.3;2.2;0.0;0.0;0.0;0.0
FR;2021-02-25;100597;94349;0;0;0;0;2982077;1588941;0;0;0;0;4.4;2.3;0.0;0.0;0.0;0.0
FR;2021-02-26;113485;73898;0;0;0;0;3095562;1662839;0;0;0;0;4.6;2.5;0.0;0.0;0.0;0.0
FR;2021-02-27;52123;23627;0;0;0;0;3147685;1686466;0;0;0;0;4.7;2.5;0.0;0.0;0.0;0.0
FR;2021-02-28;6207;4338;0;0;0;0;3153892;1690804;0;0;0;0;4.7;2.5;0.0;0.0;0.0;0.0
FR;2021-03-01;65925;55805;0;0;0;0;3219817;1746609;0;0;0;0;4.8;2.6;0.0;0.0;0.0;0.0
FR;2021-03-02;101403;70132;0;0;0;0;3321220;1816741;0;0;0;0;4.9;2.7;0.0;0.0;0.0;0.0
FR;2021-03-03;116543;69170;0;0;0;0;3437763;1885911;0;0;0;0;5.1;2.8;0.0;0.0;0.0;0.0
FR;2021-03-04;163649;77720;0;0;0;0;3601412;1963631;0;0;0;0;5.3;2.9;0.0;0.0;0.0;0.0
FR;2021-03-05;200946;69473;0;0;0;0;3802358;2033104;0;0;0;0;5.6;3.0;0.0;0.0;0.0;0.0
FR;2021-03-06;207977;22817;0;0;0;0;4010335;2055921;0;0;0;0;5.9;3.0;0.0;0.0;0.0;0.0
FR;2021-03-07;121287;7478;0;0;0;0;4131622;2063399;0;0;0;0;6.1;3.0;0.0;0.0;0.0;0.0
FR;2021-03-08;107166;53254;0;0;0;0;4238788;2116653;0;0;0;0;6.3;3.1;0.0;0.0;0.0;0.0
FR;2021-03-09;172473;61698;0;0;0;0;4411261;2178351;0;0;0;0;6.5;3.2;0.0;0.0;0.0;0.0
FR;2021-03-10;179027;62722;0;0;0;0;4590288;2241073;0;0;0;0;6.8;3.3;0.0;0.0;0.0;0.0
FR;2021-03-11;242917;72054;0;0;0;0;4833205;2313127;0;0;0;0;7.1;3.4;0.0;0.0;0.0;0.0
FR;2021-03-12;294854;62859;0;0;0;0;5128059;2375986;0;0;0;0;7.6;3.5;0.0;0.0;0.0;0.0
FR;2021-03-13;231429;21247;0;0;0;0;5359488;2397233;0;0;0;0;7.9;3.5;0.0;0.0;0.0;0.0
FR;2021-03-14;63357;5167;0;0;0;0;5422845;2402400;0;0;0;0;8.0;3.5;0.0;0.0;0.0;0.0
FR;2021-03-15;158680;36280;0;0;0;0;5581525;2438680;0;0;0;0;8.2;3.6;0.0;0.0;0.0;0.0
FR;2021-03-16;141585;43033;0;0;0;0;5723110;2481713;0;0;0;0;8.5;3.7;0.0;0.0;0.0;0.0
FR;2021-03-17;150508;42456;0;0;0;0;5873618;2524169;0;0;0;0;8.7;3.7;0.0;0.0;0.0;0.0
FR;2021-03-18;167856;49975;0;0;0;0;6041474;2574144;0;0;0;0;8.9;3.8;0.0;0.0;0.0;0.0
FR;2021-03-19;230033;44189;0;0;0;0;6271507;2618333;0;0;0;0;9.3;3.9;0.0;0.0;0.0;0.0
FR;2021-03-20;166708;16037;0;0;0;0;6438215;2634370;0;0;0;0;9.5;3.9;0.0;0.0;0.0;0.0
FR;2021-03-21;49949;3959;0;0;0;0;6488164;2638329;0;0;0;0;9.6;3.9;0.0;0.0;0.0;0.0
FR;2021-03-22;170071;39152;0;0;0;0;6658235;2677481;0;0;0;0;9.8;4.0;0.0;0.0;0.0;0.0
FR;2021-03-23;250416;50214;0;0;0;0;6908651;2727695;0;0;0;0;10.2;4.0;0.0;0.0;0.0;0.0
FR;2021-03-24;256929;51615;0;0;0;0;7165580;2779310;0;0;0;0;10.6;4.1;0.0;0.0;0.0;0.0
FR;2021-03-25;341850;56203;0;0;0;0;7507430;2835513;0;0;0;0;11.1;4.2;0.0;0.0;0.0;0.0
FR;2021-03-26;358832;53582;0;0;0;0;7866262;2889095;0;0;0;0;11.6;4.3;0.0;0.0;0.0;0.0
FR;2021-03-27;195284;23354;0;0;0;0;8061546;2912449;0;0;0;0;11.9;4.3;0.0;0.0;0.0;0.0
FR;2021-03-28;59346;6515;0;0;0;0;8120892;2918964;0;0;0;0;12.0;4.3;0.0;0.0;0.0;0.0
FR;2021-03-29;203000;60258;0;0;0;0;8323892;2979222;0;0;0;0;12.3;4.4;0.0;0.0;0.0;0.0
FR;2021-03-30;285508;80326;0;0;0;0;8609400;3059548;0;0;0;0;12.7;4.5;0.0;0.0;0.0;0.0
FR;2021-03-31;263063;84531;0;0;0;0;8872463;3144079;0;0;0;0;13.1;4.6;0.0;0.0;0.0;0.0
FR;2021-04-01;315544;105773;0;0;0;0;9188007;3249852;0;0;0;0;13.6;4.8;0.0;0.0;0.0;0.0
FR;2021-04-02;281366;106221;0;0;0;0;9469373;3356073;0;0;0;0;14.0;5.0;0.0;0.0;0.0;0.0
FR;2021-04-03;141083;67728;0;0;0;0;9610456;3423801;0;0;0;0;14.2;5.1;0.0;0.0;0.0;0.0
FR;2021-04-04;46542;21033;0;0;0;0;9656998;3444834;0;0;0;0;14.3;5.1;0.0;0.0;0.0;0.0
FR;2021-04-05;63353;13138;0;0;0;0;9720351;3457972;0;0;0;0;14.4;5.1;0.0;0.0;0.0;0.0
FR;2021-04-06;217247;121244;0;0;0;0;9937598;3579216;0;0;0;0;14.7;5.3;0.0;0.0;0.0;0.0
FR;2021-04-07;260292;126609;0;0;0;0;10197890;3705825;0;0;0;0;15.1;5.5;0.0;0.0;0.0;0.0
FR;2021-04-08;337882;138430;0;0;0;0;10535772;3844255;0;0;0;0;15.6;5.7;0.0;0.0;0.0;0.0
