fra;vaccin;jour;n_dose1;n_dose2;n_dose3;n_dose4;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_dose2;n_cum_dose3;n_cum_dose4;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel
FR;1;2022-04-24;196;377;1374;1523;241;1328;1747;0;7;42549759;41323743;25716121;841623;42457660;27920233;1009299;0;1757
FR;1;2022-04-25;1042;2131;9856;19733;1255;9756;20555;0;64;42550801;41325874;25725977;861356;42458915;27929989;1029854;0;1821
FR;1;2022-04-26;1351;2623;12604;36630;1604;12204;37217;0;163;42552152;41328497;25738581;897986;42460519;27942193;1067071;0;1984
FR;1;2022-04-27;1330;2406;10654;29273;1464;10790;29659;0;122;42553482;41330903;25749235;927259;42461983;27952983;1096730;0;2106
FR;1;2022-04-28;1284;2411;11561;34309;1518;11403;34458;0;127;42554766;41333314;25760796;961568;42463501;27964386;1131188;0;2233
FR;1;2022-04-29;1612;4285;14404;35563;3158;13856;36853;0;153;42556378;41337599;25775200;997131;42466659;27978242;1168041;0;2386
FR;1;2022-04-30;838;3551;6446;9173;2979;6290;9974;0;35;42557216;41341150;25781646;1006304;42469638;27984532;1178015;0;2421
FR;1;2022-05-01;177;288;832;951;190;826;1080;0;5;42557393;41341438;25782478;1007255;42469828;27985358;1179095;0;2426
FR;1;2022-05-02;2019;2610;10378;16949;1765;10302;17631;0;64;42559412;41344048;25792856;1024204;42471593;27995660;1196726;0;2490
FR;1;2022-05-03;1681;2875;12711;32896;1759;12603;33695;0;149;42561093;41346923;25805567;1057100;42473352;28008263;1230421;0;2639
FR;1;2022-05-04;1378;2745;11232;23822;1690;11393;24361;0;96;42562471;41349668;25816799;1080922;42475042;28019656;1254782;0;2735
FR;1;2022-05-05;1493;2728;12201;31856;1713;12123;32404;0;170;42563964;41352396;25829000;1112778;42476755;28031779;1287186;0;2905
FR;1;2022-05-06;1821;3235;14239;34939;1912;13823;36201;0;166;42565785;41355631;25843239;1147717;42478667;28045602;1323387;0;3071
FR;1;2022-05-07;859;1473;5979;9097;878;6013;9731;0;44;42566644;41357104;25849218;1156814;42479545;28051615;1333118;0;3115
FR;1;2022-05-08;190;329;1062;1472;221;1124;1548;0;8;42566834;41357433;25850280;1158286;42479766;28052739;1334666;0;3123
FR;1;2022-05-09;1160;2017;9248;19262;1157;9162;20035;0;93;42567994;41359450;25859528;1177548;42480923;28061901;1354701;0;3216
FR;1;2022-05-10;1505;3045;12620;37145;1955;12219;38043;0;177;42569499;41362495;25872148;1214693;42482878;28074120;1392744;0;3393
FR;1;2022-05-11;1440;2474;9911;26037;1692;9859;26558;0;138;42570939;41364969;25882059;1240730;42484570;28083979;1419302;0;3531
FR;1;2022-05-12;1325;2449;10524;33632;1540;10226;34275;0;188;42572264;41367418;25892583;1274362;42486110;28094205;1453577;0;3719
FR;1;2022-05-13;1616;2805;12770;35854;1683;12418;36949;0;149;42573880;41370223;25905353;1310216;42487793;28106623;1490526;0;3868
FR;1;2022-05-14;782;1324;5481;10216;809;5365;10731;0;51;42574662;41371547;25910834;1320432;42488602;28111988;1501257;0;3919
FR;1;2022-05-15;223;420;1182;1352;244;1252;1497;0;5;42574885;41371967;25912016;1321784;42488846;28113240;1502754;0;3924
FR;1;2022-05-16;971;1785;8079;20137;1004;8143;20550;0;117;42575856;41373752;25920095;1341921;42489850;28121383;1523304;0;4041
FR;1;2022-05-17;1294;2301;11122;36187;1384;10727;36972;0;172;42577150;41376053;25931217;1378108;42491234;28132110;1560276;0;4213
FR;1;2022-05-18;1313;2134;9040;25726;1367;8990;26285;0;99;42578463;41378187;25940257;1403834;42492601;28141100;1586561;0;4312
FR;1;2022-05-19;1204;2403;9853;33999;1411;9949;34200;0;150;42579667;41380590;25950110;1437833;42494012;28151049;1620761;0;4462
FR;1;2022-05-20;1561;2755;12530;37656;1718;12112;38515;0;151;42581228;41383345;25962640;1475489;42495730;28163161;1659276;0;4613
FR;1;2022-05-21;775;1383;5247;9374;875;5165;9943;0;37;42582003;41384728;25967887;1484863;42496605;28168326;1669219;0;4650
FR;1;2022-05-22;193;292;951;1397;204;951;1519;0;10;42582196;41385020;25968838;1486260;42496809;28169277;1670738;0;4660
FR;1;2022-05-23;971;1887;8370;19414;1174;8345;20031;0;79;42583167;41386907;25977208;1505674;42497983;28177622;1690769;0;4739
FR;1;2022-05-24;1288;2449;10727;37250;1441;10597;37823;0;173;42584455;41389356;25987935;1542924;42499424;28188219;1728592;0;4912
FR;1;2022-05-25;1273;2299;8792;23693;1426;8956;24055;0;111;42585728;41391655;25996727;1566617;42500850;28197175;1752647;0;5023
FR;1;2022-05-26;175;385;1585;1155;261;1579;1289;0;24;42585903;41392040;25998312;1567772;42501111;28198754;1753936;0;5047
FR;1;2022-05-27;1117;2189;8789;20458;1374;8537;21411;0;84;42587020;41394229;26007101;1588230;42502485;28207291;1775347;0;5131
FR;1;2022-05-28;486;1058;3691;6541;626;3728;6928;0;37;42587506;41395287;26010792;1594771;42503111;28211019;1782275;0;5168
FR;1;2022-05-29;121;257;707;896;149;718;1005;0;4;42587627;41395544;26011499;1595667;42503260;28211737;1783280;0;5172
FR;1;2022-05-30;831;1741;6558;18536;1043;6590;18990;0;85;42588458;41397285;26018057;1614203;42504303;28218327;1802270;0;5257
FR;1;2022-05-31;1266;2237;9247;34373;1371;9116;34975;0;159;42589724;41399522;26027304;1648576;42505674;28227443;1837245;0;5416
FR;1;2022-06-01;1330;2602;10438;23459;1748;10301;24306;0;116;42591054;41402124;26037742;1672035;42507422;28237744;1861551;0;5532
FR;1;2022-06-02;1226;2307;10664;34153;1446;10242;34986;0;162;42592280;41404431;26048406;1706188;42508868;28247986;1896537;0;5694
FR;1;2022-06-03;1445;2741;12731;37108;1731;12151;38285;0;157;42593725;41407172;26061137;1743296;42510599;28260137;1934822;0;5851
FR;1;2022-06-04;684;1262;4750;8677;759;4826;9167;0;62;42594409;41408434;26065887;1751973;42511358;28264963;1943989;0;5913
FR;1;2022-06-05;134;292;810;1048;150;834;1153;0;3;42594543;41408726;26066697;1753021;42511508;28265797;1945142;0;5916
FR;1;2022-06-06;723;1174;2025;1252;998;2042;1427;0;9;42595266;41409900;26068722;1754273;42512506;28267839;1946569;0;5925
FR;1;2022-06-07;1252;2341;9181;34046;1436;8842;35144;0;143;42596518;41412241;26077903;1788319;42513942;28276681;1981713;0;6068
FR;1;2022-06-08;1134;2236;8673;27610;1401;8556;28480;0;107;42597652;41414477;26086576;1815929;42515343;28285237;2010193;0;6175
FR;1;2022-06-09;1073;2149;9987;37569;1281;9671;38336;0;148;42598725;41416626;26096563;1853498;42516624;28294908;2048529;0;6323
FR;1;2022-06-10;1337;2851;12414;43133;1816;12005;44362;0;200;42600062;41419477;26108977;1896631;42518440;28306913;2092891;0;6523
FR;1;2022-06-11;661;1451;5139;11084;798;5188;11613;0;50;42600723;41420928;26114116;1907715;42519238;28312101;2104504;0;6573
FR;1;2022-06-12;154;377;1018;1687;189;1076;1788;0;11;42600877;41421305;26115134;1909402;42519427;28313177;2106292;0;6584
FR;1;2022-06-13;940;1839;7015;22225;1134;6872;23066;0;84;42601817;41423144;26122149;1931627;42520561;28320049;2129358;0;6668
FR;1;2022-06-14;1112;2230;9840;42847;1309;9243;43939;0;186;42602929;41425374;26131989;1974474;42521870;28329292;2173297;0;6854
FR;1;2022-06-15;1088;2001;8787;29381;1353;8466;29938;0;168;42604017;41427375;26140776;2003855;42523223;28337758;2203235;0;7022
FR;1;2022-06-16;956;1839;9399;38508;1061;8878;39415;0;188;42604973;41429214;26150175;2042363;42524284;28346636;2242650;0;7210
FR;1;2022-06-17;1225;2567;11908;44858;1479;11369;46003;0;224;42606198;41431781;26162083;2087221;42525763;28358005;2288653;0;7434
FR;1;2022-06-18;563;1277;4318;10544;717;4257;11086;0;62;42606761;41433058;26166401;2097765;42526480;28362262;2299739;0;7496
FR;1;2022-06-19;137;325;1003;1543;173;1082;1609;0;12;42606898;41433383;26167404;2099308;42526653;28363344;2301348;0;7508
FR;1;2022-06-20;860;1704;8494;25049;1002;8158;25910;0;144;42607758;41435087;26175898;2124357;42527655;28371502;2327258;0;7652
FR;1;2022-06-21;1101;2137;9764;47759;1253;8855;49103;0;241;42608859;41437224;26185662;2172116;42528908;28380357;2376361;0;7893
FR;1;2022-06-22;1044;2068;8434;37155;1296;7953;38017;0;231;42609903;41439292;26194096;2209271;42530204;28388310;2414378;0;8124
FR;1;2022-06-23;1054;2179;10124;52811;1210;9407;53820;0;290;42610957;41441471;26204220;2262082;42531414;28397717;2468198;0;8414
FR;1;2022-06-24;1255;2718;12913;65968;1487;11698;67639;0;367;42612212;41444189;26217133;2328050;42532901;28409415;2535837;0;8781
FR;1;2022-06-25;684;1506;5929;18923;792;5711;19722;0;163;42612896;41445695;26223062;2346973;42533693;28415126;2555559;0;8944
FR;1;2022-06-26;167;406;1817;3494;191;1713;3730;0;34;42613063;41446101;26224879;2350467;42533884;28416839;2559289;0;8978
FR;1;2022-06-27;943;1774;9901;45978;939;9127;47113;0;300;42614006;41447875;26234780;2396445;42534823;28425966;2606402;0;9278
FR;1;2022-06-28;1215;2575;13839;86565;1380;12404;88251;0;569;42615221;41450450;26248619;2483010;42536203;28438370;2694653;0;9847
FR;1;2022-06-29;1242;2293;11480;67398;1256;10547;68444;0;487;42616463;41452743;26260099;2550408;42537459;28448917;2763097;0;10334
FR;1;2022-06-30;1287;2477;13518;89969;1425;11827;91767;0;645;42617750;41455220;26273617;2640377;42538884;28460744;2854864;0;10979
FR;1;2022-07-01;1656;3476;20305;109192;1988;17964;111584;0;859;42619406;41458696;26293922;2749569;42540872;28478708;2966448;0;11838
FR;1;2022-07-02;769;1527;8021;33775;751;7251;34801;0;315;42620175;41460223;26301943;2783344;42541623;28485959;3001249;0;12153
FR;1;2022-07-03;228;480;1942;6118;256;1758;6444;0;71;42620403;41460703;26303885;2789462;42541879;28487717;3007693;0;12224
FR;1;2022-07-04;1518;3139;13932;75411;2018;12358;77301;0;589;42621921;41463842;26317817;2864873;42543897;28500075;3084994;0;12813
FR;1;2022-07-05;1471;2852;17688;126361;1506;15146;128474;0;1059;42623392;41466694;26335505;2991234;42545403;28515221;3213468;0;13872
FR;1;2022-07-06;1362;2399;14882;93728;1378;12905;95163;0;815;42624754;41469093;26350387;3084962;42546781;28528126;3308631;0;14687
FR;1;2022-07-07;1439;2538;16933;119491;1408;14004;121585;0;1074;42626193;41471631;26367320;3204453;42548189;28542130;3430216;0;15761
FR;1;2022-07-08;1533;2822;19608;129998;1539;15970;132804;0;1220;42627726;41474453;26386928;3334451;42549728;28558100;3563020;0;16981
FR;1;2022-07-09;662;1279;7306;36019;699;6347;36809;0;392;42628388;41475732;26394234;3370470;42550427;28564447;3599829;0;17373
FR;1;2022-07-10;241;649;2240;6689;404;2032;7068;0;89;42628629;41476381;26396474;3377159;42550831;28566479;3606897;0;17462
FR;1;2022-07-11;1228;2234;14318;84449;1171;11939;86560;0;734;42629857;41478615;26410792;3461608;42552002;28578418;3693457;0;18196
FR;1;2022-07-12;1592;2800;19462;137420;1436;15901;139909;0;1485;42631449;41481415;26430254;3599028;42553438;28594319;3833366;0;19681
FR;1;2022-07-13;1448;2438;14789;89836;1315;12643;91521;0;1002;42632897;41483853;26445043;3688864;42554753;28606962;3924887;0;20683
FR;1;2022-07-14;161;350;1864;5288;195;1773;5435;0;74;42633058;41484203;26446907;3694152;42554948;28608735;3930322;0;20757
FR;1;2022-07-15;1265;2313;14361;80596;1196;12004;82600;0;960;42634323;41486516;26461268;3774748;42556144;28620739;4012922;0;21717
FR;1;2022-07-16;510;1063;5639;23949;555;4893;24589;0;302;42634833;41487579;26466907;3798697;42556699;28625632;4037511;0;22019
FR;1;2022-07-17;163;368;1656;4463;193;1500;4726;0;60;42634996;41487947;26468563;3803160;42556892;28627132;4042237;0;22079
FR;1;2022-07-18;973;2034;11300;59278;1144;9569;61003;0;715;42635969;41489981;26479863;3862438;42558036;28636701;4103240;0;22794
FR;1;2022-07-19;1231;2127;14691;99422;1191;11724;101417;0;1386;42637200;41492108;26494554;3961860;42559227;28648425;4204657;0;24180
FR;1;2022-07-20;1184;2003;12372;74369;1172;10282;75856;0;964;42638384;41494111;26506926;4036229;42560399;28658707;4280513;0;25144
FR;1;2022-07-21;1135;1952;12416;84539;1186;9992;85904;0;1211;42639519;41496063;26519342;4120768;42561585;28668699;4366417;0;26355
FR;1;2022-07-22;1265;2235;14101;85940;1249;11431;87679;0;1263;42640784;41498298;26533443;4206708;42562834;28680130;4454096;0;27618
FR;1;2022-07-23;547;1092;5236;21295;633;4610;21840;0;373;42641331;41499390;26538679;4228003;42563467;28684740;4475936;0;27991
FR;1;2022-07-24;148;305;1325;3699;152;1167;3923;0;65;42641479;41499695;26540004;4231702;42563619;28685907;4479859;0;28056
FR;1;2022-07-25;890;1630;9075;46115;980;7523;47491;0;680;42642369;41501325;26549079;4277817;42564599;28693430;4527350;0;28736
FR;1;2022-07-26;1132;1961;12680;81962;1118;10336;83575;0;1198;42643501;41503286;26561759;4359779;42565717;28703766;4610925;0;29934
FR;1;2022-07-27;1017;1729;9759;58520;1043;8139;59701;0;874;42644518;41505015;26571518;4418299;42566760;28711905;4670626;0;30808
FR;1;2022-07-28;980;1704;9853;61902;1112;7847;63130;0;967;42645498;41506719;26581371;4480201;42567872;28719752;4733756;0;31775
FR;1;2022-07-29;1112;1841;10457;62985;1166;8382;64299;0;1066;42646610;41508560;26591828;4543186;42569038;28728134;4798055;0;32841
FR;1;2022-07-30;392;723;3349;14491;439;2849;14851;0;279;42647002;41509283;26595177;4557677;42569477;28730983;4812906;0;33120
FR;1;2022-07-31;141;263;900;2335;158;766;2477;0;47;42647143;41509546;26596077;4560012;42569635;28731749;4815383;0;33167
FR;1;2022-08-01;770;1422;7254;28963;1038;6117;29954;0;519;42647913;41510968;26603331;4588975;42570673;28737866;4845337;0;33686
FR;1;2022-08-02;907;1481;8234;54033;996;6628;54683;0;1091;42648820;41512449;26611565;4643008;42571669;28744494;4900020;0;34777
FR;1;2022-08-03;727;1106;6152;37042;751;4935;37772;0;644;42649547;41513555;26617717;4680050;42572420;28749429;4937792;0;35421
FR;1;2022-08-04;647;1079;6256;41447;695;5051;42001;0;850;42650194;41514634;26623973;4721497;42573115;28754480;4979793;0;36271
FR;1;2022-08-05;742;1196;6765;43072;806;5433;43703;0;933;42650936;41515830;26630738;4764569;42573921;28759913;5023496;0;37204
FR;1;2022-08-06;275;461;1991;8999;301;1672;9191;0;218;42651211;41516291;26632729;4773568;42574222;28761585;5032687;0;37422
FR;1;2022-08-07;89;145;520;1556;101;436;1630;0;35;42651300;41516436;26633249;4775124;42574323;28762021;5034317;0;37457
FR;1;2022-08-08;511;1020;3803;21217;774;3137;21624;0;457;42651811;41517456;26637052;4796341;42575097;28765158;5055941;0;37914
FR;1;2022-08-09;620;1050;5682;38471;740;4557;38965;0;794;42652431;41518506;26642734;4834812;42575837;28769715;5094906;0;38708
FR;1;2022-08-10;546;1125;4435;26913;826;3636;27226;0;601;42652977;41519631;26647169;4861725;42576663;28773351;5122132;0;39309
FR;1;2022-08-11;547;917;4310;28206;629;3584;28534;0;634;42653524;41520548;26651479;4889931;42577292;28776935;5150666;0;39943
FR;1;2022-08-12;621;1037;4552;27165;711;3760;27576;0;668;42654145;41521585;26656031;4917096;42578003;28780695;5178242;0;40611
FR;1;2022-08-13;198;367;1248;5108;260;1065;5279;0;116;42654343;41521952;26657279;4922204;42578263;28781760;5183521;0;40727
FR;1;2022-08-14;66;115;276;871;96;235;941;0;24;42654409;41522067;26657555;4923075;42578359;28781995;5184462;0;40751
FR;1;2022-08-15;87;185;572;542;154;533;593;0;16;42654496;41522252;26658127;4923617;42578513;28782528;5185055;0;40767
FR;1;2022-08-16;530;948;3787;21487;706;3217;21687;0;582;42655026;41523200;26661914;4945104;42579219;28785745;5206742;0;41349
FR;1;2022-08-17;535;906;3768;22149;674;3194;22391;0;579;42655561;41524106;26665682;4967253;42579893;28788939;5229133;0;41928
FR;1;2022-08-18;545;886;3936;25439;686;3134;25661;0;630;42656106;41524992;26669618;4992692;42580579;28792073;5254794;0;42558
FR;1;2022-08-19;536;1047;4369;26544;747;3601;26852;0;732;42656642;41526039;26673987;5019236;42581326;28795674;5281646;0;43290
FR;1;2022-08-20;234;417;1289;5371;317;1106;5524;0;138;42656876;41526456;26675276;5024607;42581643;28796780;5287170;0;43428
FR;1;2022-08-21;84;111;287;989;76;253;1012;0;27;42656960;41526567;26675563;5025596;42581719;28797033;5288182;0;43455
FR;1;2022-08-22;491;892;3141;14953;663;2713;15229;0;411;42657451;41527459;26678704;5040549;42582382;28799746;5303411;0;43866
FR;1;2022-08-23;645;1062;4153;28320;746;3487;28399;0;830;42658096;41528521;26682857;5068869;42583128;28803233;5331810;0;44696
FR;1;2022-08-24;557;832;3401;19060;653;2770;19245;0;587;42658653;41529353;26686258;5087929;42583781;28806003;5351055;0;45283
FR;1;2022-08-25;563;927;3827;22919;647;3210;23148;0;655;42659216;41530280;26690085;5110848;42584428;28809213;5374203;0;45938
FR;1;2022-08-26;748;1133;4348;25156;808;3565;25531;0;745;42659964;41531413;26694433;5136004;42585236;28812778;5399734;0;46683
FR;1;2022-08-27;219;431;1324;5302;275;1192;5356;0;192;42660183;41531844;26695757;5141306;42585511;28813970;5405090;0;46875
FR;1;2022-08-28;111;146;298;898;105;280;947;0;33;42660294;41531990;26696055;5142204;42585616;28814250;5406037;0;46908
FR;1;2022-08-29;502;856;2976;14248;632;2515;14558;0;409;42660796;41532846;26699031;5156452;42586248;28816765;5420595;0;47317
FR;1;2022-08-30;740;1101;4626;27711;778;3776;28032;0;793;42661536;41533947;26703657;5184163;42587026;28820541;5448627;0;48110
FR;1;2022-08-31;586;831;3112;17234;609;2622;17496;0;483;42662122;41534778;26706769;5201397;42587635;28823163;5466123;0;48593
FR;1;2022-09-01;680;921;4328;21874;648;3687;22135;0;587;42662802;41535699;26711097;5223271;42588283;28826850;5488258;0;49180
FR;1;2022-09-02;777;1052;4880;27864;748;4077;28151;0;882;42663579;41536751;26715977;5251135;42589031;28830927;5516409;0;50062
FR;1;2022-09-03;318;506;1832;5875;345;1593;6104;0;174;42663897;41537257;26717809;5257010;42589376;28832520;5522513;0;50236
FR;1;2022-09-04;108;137;341;842;73;334;912;0;21;42664005;41537394;26718150;5257852;42589449;28832854;5523425;0;50257
FR;1;2022-09-05;597;735;3040;15690;558;2546;15973;0;499;42664602;41538129;26721190;5273542;42590007;28835400;5539398;0;50756
FR;1;2022-09-06;729;945;4569;31063;594;3708;31284;0;1002;42665331;41539074;26725759;5304605;42590601;28839108;5570682;0;51758
FR;1;2022-09-07;547;691;2919;16443;451;2422;16580;0;550;42665878;41539765;26728678;5321048;42591052;28841530;5587262;0;52308
FR;1;2022-09-08;573;790;3698;24206;536;3039;24286;0;796;42666451;41540555;26732376;5345254;42591588;28844569;5611548;0;53104
FR;1;2022-09-09;772;971;4304;26884;612;3592;27067;0;902;42667223;41541526;26736680;5372138;42592200;28848161;5638615;0;54006
FR;1;2022-09-10;335;487;1675;5588;317;1477;5778;0;204;42667558;41542013;26738355;5377726;42592517;28849638;5644393;0;54210
FR;1;2022-09-11;105;120;312;645;82;292;702;0;17;42667663;41542133;26738667;5378371;42592599;28849930;5645095;0;54227
FR;1;2022-09-12;450;594;2613;12948;415;2230;13228;0;462;42668113;41542727;26741280;5391319;42593014;28852160;5658323;0;54689
FR;1;2022-09-13;586;814;3867;25835;524;3380;25710;0;835;42668699;41543541;26745147;5417154;42593538;28855540;5684033;0;55524
FR;1;2022-09-14;571;703;2874;15694;487;2404;15930;0;537;42669270;41544244;26748021;5432848;42594025;28857944;5699963;0;56061
FR;1;2022-09-15;512;724;3337;23087;495;2844;23150;0;677;42669782;41544968;26751358;5455935;42594520;28860788;5723113;0;56738
FR;1;2022-09-16;720;936;4015;25333;621;3386;25534;0;891;42670502;41545904;26755373;5481268;42595141;28864174;5748647;0;57629
FR;1;2022-09-17;294;418;1395;5978;289;1220;6086;0;227;42670796;41546322;26756768;5487246;42595430;28865394;5754733;0;57856
FR;1;2022-09-18;99;124;310;923;101;278;979;0;33;42670895;41546446;26757078;5488169;42595531;28865672;5755712;0;57889
FR;1;2022-09-19;367;573;2134;12846;374;1830;12999;0;414;42671262;41547019;26759212;5501015;42595905;28867502;5768711;0;58303
FR;1;2022-09-20;559;808;3661;25829;555;3059;25869;0;853;42671821;41547827;26762873;5526844;42596460;28870561;5794580;0;59156
FR;1;2022-09-21;472;682;2625;15861;482;2253;15826;0;561;42672293;41548509;26765498;5542705;42596942;28872814;5810406;0;59717
FR;1;2022-09-22;538;763;3291;22951;503;2689;23141;0;742;42672831;41549272;26768789;5565656;42597445;28875503;5833547;0;60459
FR;1;2022-09-23;763;942;4351;28141;673;3632;28308;0;980;42673594;41550214;26773140;5593797;42598118;28879135;5861855;0;61439
FR;1;2022-09-24;352;536;1587;6694;376;1370;6867;0;300;42673946;41550750;26774727;5600491;42598494;28880505;5868722;0;61739
FR;1;2022-09-25;81;152;321;1071;105;293;1109;0;32;42674027;41550902;26775048;5601562;42598599;28880798;5869831;0;61771
FR;1;2022-09-26;382;645;2181;13073;422;1934;13167;0;412;42674409;41551547;26777229;5614635;42599021;28882732;5882998;0;62183
FR;1;2022-09-27;540;766;3458;25023;540;2794;25221;0;906;42674949;41552313;26780687;5639658;42599561;28885526;5908219;0;63089
FR;1;2022-09-28;520;716;2446;14964;503;2215;15053;0;597;42675469;41553029;26783133;5654622;42600064;28887741;5923272;0;63686
FR;1;2022-09-29;504;691;2982;20349;482;2507;20362;0;767;42675973;41553720;26786115;5674971;42600546;28890248;5943634;0;64453
FR;1;2022-09-30;683;975;3774;24423;678;3158;24671;0;970;42676656;41554695;26789889;5699394;42601224;28893406;5968305;0;65423
FR;1;2022-10-01;348;546;1903;5502;381;1658;5731;0;273;42677004;41555241;26791792;5704896;42601605;28895064;5974036;0;65696
FR;1;2022-10-02;53;120;204;567;82;204;588;0;29;42677057;41555361;26791996;5705463;42601687;28895268;5974624;0;65725
FR;1;2022-10-03;423;703;2211;10039;546;1970;10207;0;489;42677480;41556064;26794207;5715502;42602233;28897238;5984831;0;66214
FR;1;2022-10-04;549;703;2923;18922;471;2473;19010;0;1084;42678029;41556767;26797130;5734424;42602704;28899711;6003841;0;67298
FR;1;2022-10-05;430;688;2090;11109;460;1863;11241;0;723;42678459;41557455;26799220;5745533;42603164;28901574;6015082;0;68021
FR;1;2022-10-06;442;615;2493;15775;438;2058;15958;0;1060;42678901;41558070;26801713;5761308;42603602;28903632;6031040;0;69081
FR;1;2022-10-07;551;743;2693;16063;542;2310;16087;0;1160;42679452;41558813;26804406;5777371;42604144;28905942;6047127;0;70241
FR;1;2022-10-08;235;310;887;3170;241;775;3275;0;291;42679687;41559123;26805293;5780541;42604385;28906717;6050402;0;70532
FR;1;2022-10-09;76;87;150;461;77;134;487;0;50;42679763;41559210;26805443;5781002;42604462;28906851;6050889;0;70582
FR;1;2022-10-10;299;465;1317;4996;372;1235;5091;0;463;42680062;41559675;26806760;5785998;42604834;28908086;6055980;0;71045
FR;1;2022-10-11;317;441;1311;8085;328;1192;8186;0;757;42680379;41560116;26808071;5794083;42605162;28909278;6064166;0;71802
FR;1;2022-10-12;326;450;1065;5186;340;1061;5201;0;520;42680705;41560566;26809136;5799269;42605502;28910339;6069367;0;72322
FR;1;2022-10-13;325;410;1068;6085;319;929;6130;0;628;42681030;41560976;26810204;5805354;42605821;28911268;6075497;0;72950
FR;1;2022-10-14;408;532;1173;6710;448;1047;6778;0;675;42681438;41561508;26811377;5812064;42606269;28912315;6082275;0;73625
FR;1;2022-10-15;204;272;526;1860;225;508;1868;0;226;42681642;41561780;26811903;5813924;42606494;28912823;6084143;0;73851
FR;1;2022-10-16;47;62;111;296;43;118;315;0;48;42681689;41561842;26812014;5814220;42606537;28912941;6084458;0;73899
FR;1;2022-10-17;235;325;734;2652;258;690;2696;0;366;42681924;41562167;26812748;5816872;42606795;28913631;6087154;0;74265
FR;1;2022-10-18;262;315;952;4591;251;831;4692;0;865;42682186;41562482;26813700;5821463;42607046;28914462;6091846;0;75130
FR;1;2022-10-19;278;363;693;3183;296;662;3164;0;502;42682464;41562845;26814393;5824646;42607342;28915124;6095010;0;75632
FR;1;2022-10-20;278;329;893;4365;276;781;4403;0;771;42682742;41563174;26815286;5829011;42607618;28915905;6099413;0;76403
FR;1;2022-10-21;302;408;846;3803;360;741;3875;0;675;42683044;41563582;26816132;5832814;42607978;28916646;6103288;0;77078
FR;1;2022-10-22;135;176;306;1251;154;300;1216;0;210;42683179;41563758;26816438;5834065;42608132;28916946;6104504;0;77288
FR;1;2022-10-23;31;43;64;197;41;58;213;0;25;42683210;41563801;26816502;5834262;42608173;28917004;6104717;0;77313
FR;1;2022-10-24;273;232;477;1603;201;474;1659;0;306;42683483;41564033;26816979;5835865;42608374;28917478;6106376;0;77619
FR;1;2022-10-25;219;256;524;2650;224;446;2705;0;487;42683702;41564289;26817503;5838515;42608598;28917924;6109081;0;78106
FR;1;2022-10-26;234;244;390;1956;230;366;1963;0;435;42683936;41564533;26817893;5840471;42608828;28918290;6111044;0;78541
FR;1;2022-10-27;258;227;489;2167;198;508;2151;0;518;42684194;41564760;26818382;5842638;42609026;28918798;6113195;0;79059
FR;1;2022-10-28;310;317;532;2333;297;470;2399;0;478;42684504;41565077;26818914;5844971;42609323;28919268;6115594;0;79537
FR;1;2022-10-29;99;149;177;712;118;211;703;0;202;42684603;41565226;26819091;5845683;42609441;28919479;6116297;0;79739
FR;1;2022-10-30;38;43;62;183;35;56;189;0;38;42684641;41565269;26819153;5845866;42609476;28919535;6116486;0;79777
FR;1;2022-10-31;136;181;294;796;160;271;863;0;143;42684777;41565450;26819447;5846662;42609636;28919806;6117349;0;79920
FR;1;2022-11-01;44;122;764;115;106;762;135;0;18;42684821;41565572;26820211;5846777;42609742;28920568;6117484;0;79938
FR;1;2022-11-02;259;228;524;981;223;492;1044;0;356;42685080;41565800;26820735;5847758;42609965;28921060;6118528;0;80294
FR;1;2022-11-03;267;228;440;1378;213;400;1417;0;374;42685347;41566028;26821175;5849136;42610178;28921460;6119945;0;80668
FR;1;2022-11-04;231;258;424;1597;237;401;1637;0;438;42685578;41566286;26821599;5850733;42610415;28921861;6121582;0;81106
FR;1;2022-11-05;98;118;272;501;107;254;523;0;111;42685676;41566404;26821871;5851234;42610522;28922115;6122105;0;81217
FR;1;2022-11-06;36;42;32;131;41;35;129;0;33;42685712;41566446;26821903;5851365;42610563;28922150;6122234;0;81250
FR;1;2022-11-07;183;206;294;892;193;285;938;0;211;42685895;41566652;26822197;5852257;42610756;28922435;6123172;0;81461
FR;1;2022-11-08;198;236;459;1679;224;405;1707;0;523;42686093;41566888;26822656;5853936;42610980;28922840;6124879;0;81984
FR;1;2022-11-09;183;209;334;1102;196;300;1140;0;475;42686276;41567097;26822990;5855038;42611176;28923140;6126019;0;82459
FR;1;2022-11-10;208;274;429;1678;263;438;1665;0;580;42686484;41567371;26823419;5856716;42611439;28923578;6127684;0;83039
FR;1;2022-11-11;27;36;104;100;35;90;114;0;44;42686511;41567407;26823523;5856816;42611474;28923668;6127798;0;83083
FR;1;2022-11-12;88;120;256;375;107;255;390;0;101;42686599;41567527;26823779;5857191;42611581;28923923;6128188;0;83184
FR;1;2022-11-13;19;34;28;64;31;31;66;0;26;42686618;41567561;26823807;5857255;42611612;28923954;6128254;0;83210
FR;1;2022-11-14;170;176;257;767;164;261;837;0;234;42686788;41567737;26824064;5858022;42611776;28924215;6129091;0;83444
